date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,DayCategory
1/13/2015,2.0,1,Tuesday,8,0.8,25.9,1211.0,10260.0,60,0.0,0,0,57.0,0.850252525,Weekday
1/13/2015,2.0,1,Tuesday,7,0.8,25.9,1126.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/13/2015,2.0,2,Tuesday,5,0.65,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.821354167,Weekday
1/13/2015,2.0,2,Tuesday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.805909091,Weekday
1/13/2015,2.0,1,Tuesday,6,0.8,11.61,1004.0,5670.0,50,0.0,0,0,31.5,0.800246753,Weekday
1/13/2015,2.0,1,Tuesday,12,0.8,11.61,1063.0,5670.0,50,0.0,0,0,31.5,0.800246753,Weekday
1/13/2015,2.0,1,Tuesday,2,0.8,28.08,723.0,10530.0,50,0.0,0,0,58.5,0.8,Weekday
1/13/2015,2.0,1,Tuesday,3,0.8,42.27,465.0,9900.0,54,0.0,0,0,55.0,0.705576584,Weekday
1/13/2015,2.0,2,Tuesday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.681060606,Weekday
1/13/2015,2.0,2,Tuesday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.670075758,Weekday
1/13/2015,2.0,2,Tuesday,11,0.8,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.601278409,Weekday
1/13/2015,2.0,1,Tuesday,11,0.7,27.13,530.0,9540.0,37,0.0,0,0,53.0,0.582301029,Weekday
1/13/2015,2.0,1,Tuesday,5,0.7,20.79,1297.0,10440.0,0,0.0,0,0,58.0,0.526810345,Weekday
1/14/2015,2.0,2,Wednesday,11,0.8,4.15,1190.4659913169319,1980.0,0,0.0,0,0,7.0,0.934607438,Weekday
1/14/2015,2.0,1,Wednesday,7,0.8,25.9,1150.0,10170.0,70,0.0,0,0,56.5,0.900144811,Weekday
1/14/2015,2.0,2,Wednesday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.891723485,Weekday
1/14/2015,2.0,2,Wednesday,5,0.65,4.15,1190.4659913169319,1440.0,0,0.0,0,0,15.0,0.864583333,Weekday
1/14/2015,2.0,2,Wednesday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekday
1/14/2015,2.0,1,Wednesday,9,0.8,26.16,1232.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/14/2015,2.0,1,Wednesday,8,0.8,25.9,1218.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/14/2015,2.0,2,Wednesday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.837594697,Weekday
1/14/2015,2.0,2,Wednesday,3,0.8,4.15,1190.4659913169319,1440.0,0,0.0,0,0,7.0,0.820833333,Weekday
1/14/2015,2.0,1,Wednesday,12,0.8,11.61,1159.0,2970.0,50,0.0,0,0,31.5,0.800313433,Weekday
1/14/2015,2.0,1,Wednesday,6,0.8,11.61,972.0,5670.0,38,0.0,0,0,31.5,0.800246753,Weekday
1/14/2015,2.0,1,Wednesday,1,0.8,26.16,1092.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekday
1/14/2015,2.0,1,Wednesday,5,0.7,20.79,965.0,7320.0,0,0.0,0,0,58.0,0.700095563,Weekday
1/14/2015,2.0,2,Wednesday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.667329545,Weekday
1/14/2015,2.0,1,Wednesday,4,0.6,22.4,816.0,5100.0,23,0.0,0,0,57.0,0.600369686,Weekday
1/14/2015,2.0,2,Wednesday,10,0.8,3.94,1190.4659913169319,1260.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/14/2015,2.0,1,Wednesday,2,0.8,51.02,1086.0,4260.0,27,0.0,0,0,57.0,0.4276613622499999,Weekday
1/14/2015,2.0,2,Wednesday,2,0.8,3.94,1190.4659913169319,1260.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/15/2015,3.0,2,Thursday,10,0.8,3.94,1190.4659913169319,3420.0,0,0.0,0,0,19.0,0.953110048,Weekday
1/15/2015,3.0,2,Thursday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.884261364,Weekday
1/15/2015,3.0,2,Thursday,5,0.65,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.860653409,Weekday
1/15/2015,3.0,2,Thursday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekday
1/15/2015,3.0,1,Thursday,1,0.8,26.16,1160.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/15/2015,3.0,1,Thursday,8,0.8,25.9,1177.0,8970.0,60,0.0,0,0,56.5,0.850415628,Weekday
1/15/2015,3.0,1,Thursday,7,0.8,25.9,1281.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/15/2015,3.0,1,Thursday,9,0.8,26.16,1369.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekday
1/15/2015,3.0,1,Thursday,6,0.8,11.61,1084.0,4950.0,38,0.0,0,0,31.5,0.80003139,Weekday
1/15/2015,3.0,1,Thursday,12,0.8,11.61,1216.0,4950.0,50,0.0,0,0,31.5,0.80003139,Weekday
1/15/2015,3.0,1,Thursday,5,0.7,20.79,391.0,10440.0,0,0.0,0,0,58.0,0.700060345,Weekday
1/15/2015,3.0,2,Thursday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.689299242,Weekday
1/15/2015,3.0,1,Thursday,4,0.65,22.52,872.0,10080.0,26,0.0,0,0,56.0,0.650130952,Weekday
1/15/2015,3.0,2,Thursday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.606912879,Weekday
1/15/2015,3.0,1,Thursday,10,0.6,22.52,1076.0,10170.0,23,0.0,0,0,56.5,0.600291767,Weekday
1/17/2015,3.0,2,Saturday,5,0.65,4.15,1190.4659913169319,2700.0,0,0.0,0,0,15.0,0.98719697,Weekend
1/17/2015,3.0,2,Saturday,2,0.8,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.980909091,Weekend
1/17/2015,3.0,2,Saturday,10,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.974621212,Weekend
1/17/2015,3.0,2,Saturday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.884261364,Weekend
1/17/2015,3.0,2,Saturday,9,0.8,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.82680303,Weekend
1/17/2015,3.0,1,Saturday,6,0.8,11.41,1067.0,5490.0,63,0.0,0,0,30.5,0.800343766,Weekend
1/17/2015,3.0,1,Saturday,12,0.8,11.61,1039.0,5670.0,63,0.0,0,0,31.5,0.800246753,Weekend
1/17/2015,3.0,1,Saturday,7,0.8,25.9,1396.0,10170.0,50,0.0,0,0,56.5,0.800128721,Weekend
1/17/2015,3.0,1,Saturday,8,0.8,25.9,1292.0,10170.0,50,0.0,0,0,56.5,0.800128721,Weekend
1/17/2015,3.0,1,Saturday,1,0.8,48.68,171.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekend
1/17/2015,3.0,1,Saturday,9,0.8,26.16,1128.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekend
1/17/2015,3.0,1,Saturday,2,0.6,22.94,865.0,6570.0,23,0.0,0,0,56.5,0.77011398,Weekend
1/17/2015,3.0,1,Saturday,4,0.7,22.52,825.0,10170.0,50,0.0,0,0,56.5,0.7005417,Weekend
1/17/2015,3.0,2,Saturday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.675568182,Weekend
1/17/2015,3.0,2,Saturday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.661837121,Weekend
1/17/2015,3.0,1,Saturday,10,0.65,22.52,1163.0,9720.0,35,0.0,0,0,54.0,0.650198653,Weekend
1/17/2015,3.0,1,Saturday,3,0.6,22.52,1140.0,10170.0,30,0.0,0,0,56.5,0.600291767,Weekend
1/17/2015,3.0,1,Saturday,11,0.6,14.89,1027.0,10080.0,38,0.0,0,0,56.0,0.600273268,Weekend
1/17/2015,3.0,2,Saturday,6,0.8,2.9,1190.4659913169319,900.0,0,0.0,0,0,5.0,0.465757576,Weekend
1/17/2015,3.0,1,Saturday,5,0.7,41.19,1052.0,10440.0,21,0.0,0,0,58.0,0.452012539,Weekend
1/17/2015,3.0,2,Saturday,11,0.8,4.15,1190.4659913169319,1260.0,0,0.0,0,0,7.0,0.4276613622499999,Weekend
1/18/2015,3.0,2,Sunday,5,0.6,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.852793561,Weekend
1/18/2015,3.0,2,Sunday,11,0.65,4.15,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.838383838,Weekend
1/18/2015,3.0,2,Sunday,6,0.8,2.9,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.804848485,Weekend
1/18/2015,3.0,1,Sunday,6,0.8,11.41,1140.0,5490.0,63,0.0,0,0,30.5,0.800343766,Weekend
1/18/2015,3.0,1,Sunday,7,0.8,48.84,624.0,10170.0,50,0.0,0,0,56.5,0.800128721,Weekend
1/18/2015,3.0,1,Sunday,8,0.8,25.9,1288.0,10170.0,38,0.0,0,0,56.5,0.800128721,Weekend
1/18/2015,3.0,1,Sunday,9,0.8,26.16,1381.0,3660.0,50,0.0,0,0,59.0,0.800015009,Weekend
1/18/2015,3.0,1,Sunday,4,0.7,22.52,882.0,10170.0,50,0.0,0,0,56.5,0.7005417,Weekend
1/18/2015,3.0,1,Sunday,10,0.7,22.52,1002.0,10080.0,40,0.0,0,0,56.0,0.700094156,Weekend
1/18/2015,3.0,2,Sunday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.692045455,Weekend
1/18/2015,3.0,1,Sunday,12,0.8,26.87,585.0,5670.0,56,0.0,0,0,31.5,0.662255892,Weekend
1/18/2015,3.0,1,Sunday,3,0.65,22.52,1138.0,10170.0,35,0.0,0,0,56.5,0.650416734,Weekend
1/18/2015,3.0,1,Sunday,11,0.65,14.89,1140.0,10260.0,44,0.0,0,0,57.0,0.650299575,Weekend
1/18/2015,3.0,1,Sunday,2,0.65,22.94,1025.0,10170.0,26,0.0,0,0,56.5,0.650243497,Weekend
1/18/2015,3.0,2,Sunday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.639867424,Weekend
1/18/2015,3.0,1,Sunday,5,0.6,20.4,1031.0,10440.0,30,0.0,0,0,58.0,0.600062696,Weekend
1/18/2015,3.0,2,Sunday,9,0.8,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.582045455,Weekend
1/18/2015,3.0,1,Sunday,1,0.8,49.1,1381.0,10350.0,24,0.0,0,0,57.5,0.4276613622499999,Weekend
1/18/2015,3.0,2,Sunday,10,0.7,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.4276613622499999,Weekend
1/19/2015,3.0,2,Monday,4,0.7,4.3,1190.4659913169319,5040.0,0,0.0,0,0,28.0,0.977272727,Weekday
1/19/2015,3.0,2,Monday,9,0.8,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.964106061,Weekday
1/19/2015,3.0,2,Monday,5,0.65,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.958901515,Weekday
1/19/2015,3.0,1,Monday,6,0.8,11.41,1028.0,4380.0,50,0.0,0,0,31.0,0.800358775,Weekday
1/19/2015,3.0,1,Monday,8,0.8,25.9,1380.0,3630.0,50,0.0,0,0,56.5,0.800162602,Weekday
1/19/2015,3.0,1,Monday,9,0.8,26.16,1196.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekday
1/19/2015,3.0,2,Monday,12,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.793844697,Weekday
1/19/2015,3.0,1,Monday,2,0.7,22.94,1006.0,10170.0,38,0.0,0,0,56.5,0.750517565,Weekday
1/19/2015,3.0,1,Monday,4,0.7,22.52,930.0,10260.0,63,0.0,0,0,57.0,0.750068049,Weekday
1/19/2015,3.0,1,Monday,3,0.7,22.52,1095.0,10170.0,50,0.0,0,0,56.5,0.750062751,Weekday
1/19/2015,3.0,1,Monday,10,0.7,22.52,938.0,10080.0,63,0.0,0,0,56.0,0.750057359,Weekday
1/19/2015,3.0,1,Monday,11,0.7,14.89,1484.0,10260.0,50,0.0,0,0,57.0,0.700170388,Weekday
1/19/2015,3.0,2,Monday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.683806818,Weekday
1/19/2015,3.0,1,Monday,5,0.65,20.4,1255.0,8280.0,35,0.0,0,0,58.0,0.650066445,Weekday
1/19/2015,3.0,1,Monday,7,0.8,48.84,1040.0,10260.0,30,0.0,0,0,57.0,0.576460393,Weekday
1/19/2015,3.0,2,Monday,10,0.7,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.538399621,Weekday
1/19/2015,3.0,2,Monday,11,0.7,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/20/2015,3.0,2,Tuesday,5,0.7,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,1.033570076,Weekday
1/20/2015,3.0,1,Tuesday,6,0.8,11.41,1047.0,5580.0,63,0.0,0,0,31.0,0.800261486,Weekday
1/20/2015,3.0,1,Tuesday,8,0.8,25.9,1434.0,10170.0,50,0.0,0,0,56.5,0.800128721,Weekday
1/20/2015,3.0,1,Tuesday,9,0.8,26.16,399.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekday
1/20/2015,3.0,1,Tuesday,4,0.7,22.52,983.0,10260.0,63,0.0,0,0,57.0,0.750068049,Weekday
1/20/2015,3.0,1,Tuesday,10,0.7,22.52,1108.0,10080.0,63,0.0,0,0,56.0,0.750057359,Weekday
1/20/2015,3.0,1,Tuesday,3,0.7,22.52,1134.0,8460.0,50,0.0,0,0,57.0,0.750037968,Weekday
1/20/2015,3.0,1,Tuesday,2,0.7,22.94,1363.0,10260.0,50,0.0,0,0,57.0,0.750031898,Weekday
1/20/2015,3.0,2,Tuesday,9,0.8,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.72830303,Weekday
1/20/2015,3.0,1,Tuesday,11,0.7,14.89,1501.0,10260.0,50,0.0,0,0,57.0,0.700170388,Weekday
1/20/2015,3.0,1,Tuesday,5,0.7,20.4,1352.0,10260.0,50,0.0,0,0,57.0,0.700063796,Weekday
1/20/2015,3.0,2,Tuesday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.639867424,Weekday
1/20/2015,3.0,2,Tuesday,11,0.7,4.15,1190.4659913169319,2700.0,0,0.0,0,0,15.0,0.4276613622499999,Weekday
1/21/2015,3.0,2,Wednesday,4,0.75,4.3,1190.4659913169319,6000.0,0,0.0,0,0,20.0,0.978525641,Weekday
1/21/2015,3.0,2,Wednesday,2,0.7,3.94,1190.4659913169319,5100.0,0,0.0,0,0,17.0,0.912202112,Weekday
1/21/2015,3.0,1,Wednesday,4,0.75,22.52,825.0,10080.0,94,0.0,0,0,56.0,0.900556277,Weekday
1/21/2015,3.0,1,Wednesday,6,0.8,11.61,916.0,5760.0,75,0.0,0,0,89.0,0.850410511,Weekday
1/21/2015,3.0,2,Wednesday,9,0.8,3.94,1190.4659913169319,2400.0,0,0.0,0,0,8.0,0.827147436,Weekday
1/21/2015,3.0,1,Wednesday,8,0.8,25.9,562.0,7470.0,38,0.0,0,0,56.5,0.800436542,Weekday
1/21/2015,3.0,1,Wednesday,2,0.7,22.94,1422.0,10500.0,60,0.0,0,0,57.0,0.800415742,Weekday
1/21/2015,3.0,1,Wednesday,10,0.7,22.52,1206.0,10080.0,75,0.0,0,0,56.0,0.800020563,Weekday
1/21/2015,3.0,2,Wednesday,5,0.7,4.15,1190.4659913169319,2400.0,0,0.0,0,0,8.0,0.758173077,Weekday
1/21/2015,3.0,1,Wednesday,5,0.7,20.4,1404.0,10440.0,50,0.0,0,0,58.0,0.750344828,Weekday
1/21/2015,3.0,1,Wednesday,3,0.7,22.52,1139.0,10260.0,63,0.0,0,0,57.0,0.750068049,Weekday
1/21/2015,3.0,1,Wednesday,11,0.7,14.89,1735.0,10260.0,50,0.0,0,0,57.0,0.700170388,Weekday
1/21/2015,3.0,1,Wednesday,1,0.65,22.94,1595.0,10260.0,34,0.0,0,0,57.0,0.700029771,Weekday
1/21/2015,3.0,1,Wednesday,12,0.6,15.26,1245.0,6360.0,23,0.0,0,0,34.0,0.60017284,Weekday
1/21/2015,3.0,2,Wednesday,8,0.8,2.9,1190.4659913169319,2400.0,0,0.0,0,0,8.0,0.594871795,Weekday
1/21/2015,3.0,1,Wednesday,9,0.8,52.614999999999995,757.0,4140.0,29,0.0,0,0,58.0,0.520237649,Weekday
1/21/2015,3.0,2,Wednesday,1,0.65,3.94,1190.4659913169319,2400.0,0,0.0,0,0,8.0,0.505128205,Weekday
1/21/2015,3.0,2,Wednesday,11,0.7,4.15,1190.4659913169319,2700.0,0,0.0,0,0,9.0,0.470769231,Weekday
1/22/2015,4.0,2,Thursday,7,0.6,3.94,1190.4659913169319,6000.0,0,0.0,0,0,10.0,0.957638889,Weekday
1/22/2015,4.0,2,Thursday,10,0.75,3.94,1190.4659913169319,8400.0,0,0.0,0,0,14.0,0.940701058,Weekday
1/22/2015,4.0,1,Thursday,4,0.75,22.52,759.0,10080.0,81,0.0,0,0,56.0,0.849983766,Weekday
1/22/2015,4.0,1,Thursday,2,0.7,22.94,1510.0,10620.0,60,0.0,0,0,57.0,0.800302791,Weekday
1/22/2015,4.0,1,Thursday,6,0.8,11.61,955.0,6360.0,63,0.0,0,0,32.0,0.800191989,Weekday
1/22/2015,4.0,1,Thursday,10,0.75,22.52,1328.0,10080.0,55,0.0,0,0,56.0,0.800020563,Weekday
1/22/2015,4.0,1,Thursday,1,0.7,22.94,1384.0,12180.0,63,0.0,0,0,57.0,0.750162367,Weekday
1/22/2015,4.0,1,Thursday,3,0.7,22.52,1244.0,10260.0,63,0.0,0,0,57.0,0.750068049,Weekday
1/22/2015,4.0,2,Thursday,5,0.7,4.15,1190.4659913169319,9000.0,0,0.0,0,0,15.0,0.742901235,Weekday
1/22/2015,4.0,1,Thursday,5,0.7,20.4,1480.0,10440.0,40,0.0,0,0,58.0,0.700250784,Weekday
1/22/2015,4.0,1,Thursday,11,0.7,14.89,1863.0,10260.0,50,0.0,0,0,57.0,0.700170388,Weekday
1/22/2015,4.0,2,Thursday,4,0.75,4.3,1190.4659913169319,9000.0,0,0.0,0,0,15.0,0.670216049,Weekday
1/22/2015,4.0,2,Thursday,1,0.7,3.94,1190.4659913169319,15000.0,0,0.0,0,0,25.0,0.649662222,Weekday
1/22/2015,4.0,2,Thursday,2,0.7,3.94,1190.4659913169319,15000.0,0,0.0,0,0,25.0,0.649662222,Weekday
1/22/2015,4.0,2,Thursday,6,0.8,2.9,1190.4659913169319,4800.0,0,0.0,0,0,8.0,0.626822917,Weekday
1/22/2015,4.0,1,Thursday,12,0.6,15.26,1492.0,6960.0,23,0.0,0,0,34.0,0.600436426,Weekday
1/22/2015,4.0,1,Thursday,7,0.6,22.52,1859.0,10260.0,23,0.0,0,0,57.0,0.60041361,Weekday
1/22/2015,4.0,1,Thursday,8,0.8,40.99,980.0,10770.0,30,0.0,0,0,56.5,0.555500132,Weekday
1/22/2015,4.0,2,Thursday,3,0.7,3.94,1190.4659913169319,12000.0,0,0.0,0,0,20.0,0.460578704,Weekday
1/22/2015,4.0,2,Thursday,8,0.8,2.9,1190.4659913169319,4800.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/22/2015,4.0,2,Thursday,12,0.6,4.08,1190.4659913169319,5400.0,0,0.0,0,0,9.0,0.4276613622499999,Weekday
1/24/2015,4.0,2,Saturday,5,0.7,4.15,1190.4659913169319,2700.0,0,0.0,0,0,15.0,0.966666667,Weekend
1/24/2015,4.0,2,Saturday,10,0.75,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.937242424,Weekend
1/24/2015,4.0,2,Saturday,8,0.8,2.9,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.910521886,Weekend
1/24/2015,4.0,1,Saturday,2,0.75,22.94,1606.0,10260.0,94,0.0,0,0,57.0,0.90064806,Weekend
1/24/2015,4.0,1,Saturday,4,0.75,22.52,727.0,10260.0,94,0.0,0,0,57.0,0.900321106,Weekend
1/24/2015,4.0,2,Saturday,11,0.75,4.15,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.896022727,Weekend
1/24/2015,4.0,2,Saturday,3,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.895454545,Weekend
1/24/2015,4.0,2,Saturday,7,0.65,3.94,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.870580808,Weekend
1/24/2015,4.0,2,Saturday,12,0.7,4.08,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.858585859,Weekend
1/24/2015,4.0,1,Saturday,1,0.7,22.94,1472.0,10260.0,75,0.0,0,0,57.0,0.800643806,Weekend
1/24/2015,4.0,1,Saturday,10,0.75,22.52,1332.0,10080.0,69,0.0,0,0,56.0,0.80062987,Weekend
1/24/2015,4.0,1,Saturday,6,0.8,11.61,1009.0,5640.0,63,0.0,0,0,32.0,0.800537143,Weekend
1/24/2015,4.0,1,Saturday,3,0.75,22.52,1266.0,10260.0,69,0.0,0,0,57.0,0.80035194,Weekend
1/24/2015,4.0,1,Saturday,12,0.75,15.26,1316.0,6120.0,40,0.0,0,0,34.0,0.750079323,Weekend
1/24/2015,4.0,1,Saturday,11,0.75,42.97,1282.0,10260.0,56,0.0,0,0,57.0,0.750041201,Weekend
1/24/2015,4.0,1,Saturday,5,0.7,20.4,1382.0,10440.0,50,0.0,0,0,58.0,0.700250784,Weekend
1/24/2015,4.0,2,Saturday,4,0.75,4.3,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.651515152,Weekend
1/24/2015,4.0,1,Saturday,7,0.65,22.52,1295.0,10170.0,26,0.0,0,0,56.5,0.650416734,Weekend
1/24/2015,4.0,1,Saturday,9,0.6,29.12,925.0,6660.0,23,0.0,0,0,58.0,0.600125217,Weekend
1/24/2015,4.0,2,Saturday,2,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.578314394,Weekend
1/24/2015,4.0,2,Saturday,1,0.7,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.578314394,Weekend
1/24/2015,4.0,2,Saturday,9,0.6,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.4276613622499999,Weekend
1/25/2015,4.0,2,Sunday,5,0.7,4.15,1190.4659913169319,3060.0,0,0.0,0,0,17.0,0.973796791,Weekend
1/25/2015,4.0,2,Sunday,2,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.970075758,Weekend
1/25/2015,4.0,2,Sunday,1,0.7,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.970075758,Weekend
1/25/2015,4.0,2,Sunday,3,0.75,3.94,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.961784512,Weekend
1/25/2015,4.0,2,Sunday,10,0.75,3.94,1190.4659913169319,3420.0,0,0.0,0,0,19.0,0.955151515,Weekend
1/25/2015,4.0,2,Sunday,4,0.75,4.3,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.952020202,Weekend
1/25/2015,4.0,1,Sunday,4,0.75,22.52,867.0,10260.0,94,0.0,0,0,57.0,0.900321106,Weekend
1/25/2015,4.0,1,Sunday,2,0.75,22.94,1636.0,10530.0,81,0.0,0,0,58.5,0.850223776,Weekend
1/25/2015,4.0,1,Sunday,1,0.7,22.94,1682.0,10530.0,75,0.0,0,0,58.5,0.800909609,Weekend
1/25/2015,4.0,1,Sunday,3,0.75,22.52,1495.0,10350.0,55,0.0,0,0,57.5,0.800513307,Weekend
1/25/2015,4.0,1,Sunday,6,0.8,11.61,1181.0,5760.0,63,0.0,0,0,32.0,0.800386364,Weekend
1/25/2015,4.0,1,Sunday,10,0.75,22.52,1413.0,10080.0,69,0.0,0,0,56.0,0.800020563,Weekend
1/25/2015,4.0,2,Sunday,7,0.65,3.94,1190.4659913169319,2520.0,0,0.0,0,0,14.0,0.749188312,Weekend
1/25/2015,4.0,1,Sunday,7,0.7,22.52,360.0,10170.0,40,0.0,0,0,56.5,0.7005417,Weekend
1/25/2015,4.0,1,Sunday,12,0.7,15.26,1296.0,6120.0,40,0.0,0,0,34.0,0.70043672,Weekend
1/25/2015,4.0,1,Sunday,5,0.7,20.4,1217.0,10440.0,50,0.0,0,0,58.0,0.700250784,Weekend
1/25/2015,4.0,1,Sunday,9,0.65,29.12,1086.0,10440.0,26,0.0,0,0,58.0,0.650407524,Weekend
1/25/2015,4.0,2,Sunday,12,0.7,4.08,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.618181818,Weekend
1/25/2015,4.0,1,Sunday,11,0.75,42.97,532.0,10260.0,40,0.0,0,0,57.0,0.59114168,Weekend
1/25/2015,4.0,2,Sunday,8,0.8,2.9,1190.4659913169319,720.0,0,0.0,0,0,4.0,0.4276613622499999,Weekend
1/26/2015,4.0,2,Monday,3,0.75,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,1.059621212,Weekday
1/26/2015,4.0,2,Monday,10,0.75,3.94,1190.4659913169319,3780.0,0,0.0,0,0,21.0,0.997792208,Weekday
1/26/2015,4.0,2,Monday,4,0.75,4.3,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.963699495,Weekday
1/26/2015,4.0,2,Monday,5,0.7,4.15,1190.4659913169319,2700.0,0,0.0,0,0,15.0,0.959191919,Weekday
1/26/2015,4.0,2,Monday,2,0.75,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.910378788,Weekday
1/26/2015,4.0,2,Monday,1,0.7,3.94,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.910378788,Weekday
1/26/2015,4.0,1,Monday,4,0.8,22.52,1016.0,10170.0,60,0.0,0,0,56.5,0.850312684,Weekday
1/26/2015,4.0,1,Monday,6,0.8,11.61,1072.0,5760.0,50,0.0,0,0,32.0,0.800386364,Weekday
1/26/2015,4.0,1,Monday,3,0.75,22.52,1584.0,10260.0,69,0.0,0,0,57.0,0.80035194,Weekday
1/26/2015,4.0,1,Monday,2,0.75,22.94,1764.0,10260.0,55,0.0,0,0,57.0,0.800034024,Weekday
1/26/2015,4.0,1,Monday,1,0.7,22.94,1745.0,10440.0,60,0.0,0,0,58.0,0.800023511,Weekday
1/26/2015,4.0,1,Monday,10,0.75,22.52,1250.0,10080.0,55,0.0,0,0,56.0,0.800020563,Weekday
1/26/2015,4.0,2,Monday,12,0.7,4.08,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.769292929,Weekday
1/26/2015,4.0,1,Monday,5,0.75,20.4,1118.0,10320.0,56,0.0,0,0,58.0,0.750031447,Weekday
1/26/2015,4.0,1,Monday,9,0.7,29.12,1143.0,10440.0,40,0.0,0,0,58.0,0.70061442,Weekday
1/26/2015,4.0,1,Monday,12,0.7,15.26,1337.0,6120.0,40,0.0,0,0,34.0,0.70043672,Weekday
1/26/2015,4.0,2,Monday,7,0.65,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.646306818,Weekday
