quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,no_of_workers,actual_productivity,productivity_difference
2,1,2,6,0.8,11.41,1140.0,5490.0,63,30.5,0.800343766,0.0003437659999999676
2,1,2,7,0.8,48.84,624.0,10170.0,50,56.5,0.800128721,0.0001287209999999428
2,1,2,8,0.8,25.9,1288.0,10170.0,38,56.5,0.800128721,0.0001287209999999428
2,1,2,9,0.8,26.16,1381.0,3660.0,50,59.0,0.800015009,1.5008999999954753e-05
2,1,2,4,0.7,22.52,882.0,10170.0,50,56.5,0.7005417,0.0005417000000000893
2,1,2,10,0.7,22.52,1002.0,10080.0,40,56.0,0.700094156,9.415600000006741e-05
2,0,2,7,0.8,2.9,1190.4659913169319,1440.0,0,8.0,0.692045455,-0.10795454500000001
2,1,2,12,0.8,26.87,585.0,5670.0,56,31.5,0.662255892,-0.13774410800000003
2,1,2,3,0.65,22.52,1138.0,10170.0,35,56.5,0.650416734,0.0004167339999999742
2,1,2,11,0.65,14.89,1140.0,10260.0,44,57.0,0.650299575,0.00029957499999999637
2,1,2,2,0.65,22.94,1025.0,10170.0,26,56.5,0.650243497,0.0002434969999999259
2,0,2,8,0.8,2.9,1190.4659913169319,1440.0,0,8.0,0.639867424,-0.16013257600000008
2,1,2,5,0.6,20.4,1031.0,10440.0,30,58.0,0.600062696,6.269599999997322e-05
2,0,2,9,0.8,3.94,1190.4659913169319,1800.0,0,10.0,0.582045455,-0.217954545
2,1,2,1,0.8,49.1,1381.0,10350.0,24,57.5,0.4276613622499999,-0.37233863775000015
2,0,2,10,0.7,3.94,1190.4659913169319,1440.0,0,8.0,0.4276613622499999,-0.27233863775000006
2,0,0,4,0.7,4.3,1190.4659913169319,5040.0,0,28.0,0.977272727,0.27727272700000005
2,0,0,9,0.8,3.94,1190.4659913169319,1800.0,0,10.0,0.964106061,0.16410606099999991
2,0,0,5,0.65,4.15,1190.4659913169319,1440.0,0,8.0,0.958901515,0.30890151499999996
2,1,0,6,0.8,11.41,1028.0,4380.0,50,31.0,0.800358775,0.00035877499999992235
2,1,0,8,0.8,25.9,1380.0,3630.0,50,56.5,0.800162602,0.00016260199999995617
2,1,0,9,0.8,26.16,1196.0,10620.0,63,59.0,0.800117103,0.00011710300000000728
2,0,0,12,0.8,2.9,1190.4659913169319,1440.0,0,8.0,0.793844697,-0.006155303000000001
2,1,0,2,0.7,22.94,1006.0,10170.0,38,56.5,0.750517565,0.05051756500000004
2,1,0,4,0.7,22.52,930.0,10260.0,63,57.0,0.750068049,0.05006804900000006
2,1,0,3,0.7,22.52,1095.0,10170.0,50,56.5,0.750062751,0.050062751000000016
2,1,0,10,0.7,22.52,938.0,10080.0,63,56.0,0.750057359,0.05005735900000008
2,1,0,11,0.7,14.89,1484.0,10260.0,50,57.0,0.700170388,0.0001703880000000213
2,0,0,8,0.8,2.9,1190.4659913169319,1440.0,0,8.0,0.683806818,-0.11619318200000006
2,1,0,5,0.65,20.4,1255.0,8280.0,35,58.0,0.650066445,6.644499999997056e-05
2,1,0,7,0.8,48.84,1040.0,10260.0,30,57.0,0.576460393,-0.22353960700000008
2,0,0,10,0.7,3.94,1190.4659913169319,1440.0,0,8.0,0.538399621,-0.1616003789999999
2,0,0,11,0.7,4.15,1190.4659913169319,1440.0,0,8.0,0.4276613622499999,-0.27233863775000006
2,0,4,5,0.7,4.15,1190.4659913169319,1440.0,0,8.0,1.033570076,0.333570076
2,1,4,6,0.8,11.41,1047.0,5580.0,63,31.0,0.800261486,0.00026148599999997746
2,1,4,8,0.8,25.9,1434.0,10170.0,50,56.5,0.800128721,0.0001287209999999428
2,1,4,9,0.8,26.16,399.0,10620.0,63,59.0,0.800117103,0.00011710300000000728
2,1,4,4,0.7,22.52,983.0,10260.0,63,57.0,0.750068049,0.05006804900000006
2,1,4,10,0.7,22.52,1108.0,10080.0,63,56.0,0.750057359,0.05005735900000008
2,1,4,3,0.7,22.52,1134.0,8460.0,50,57.0,0.750037968,0.050037968000000044
2,1,4,2,0.7,22.94,1363.0,10260.0,50,57.0,0.750031898,0.050031898000000075
2,0,4,9,0.8,3.94,1190.4659913169319,1800.0,0,10.0,0.72830303,-0.07169697000000008
2,1,4,11,0.7,14.89,1501.0,10260.0,50,57.0,0.700170388,0.0001703880000000213
2,1,4,5,0.7,20.4,1352.0,10260.0,50,57.0,0.700063796,6.379600000006036e-05
2,0,4,8,0.8,2.9,1190.4659913169319,1440.0,0,8.0,0.639867424,-0.16013257600000008
2,0,4,11,0.7,4.15,1190.4659913169319,2700.0,0,15.0,0.4276613622499999,-0.27233863775000006
2,0,5,4,0.75,4.3,1190.4659913169319,6000.0,0,20.0,0.978525641,0.22852564099999995
2,0,5,2,0.7,3.94,1190.4659913169319,5100.0,0,17.0,0.912202112,0.21220211200000005
2,1,5,4,0.75,22.52,825.0,10080.0,94,56.0,0.900556277,0.15055627699999996
2,1,5,6,0.8,11.61,916.0,5760.0,75,89.0,0.850410511,0.050410510999999936
2,0,5,9,0.8,3.94,1190.4659913169319,2400.0,0,8.0,0.827147436,0.027147435999999914
2,1,5,8,0.8,25.9,562.0,7470.0,38,56.5,0.800436542,0.0004365419999999842
2,1,5,2,0.7,22.94,1422.0,10500.0,60,57.0,0.800415742,0.10041574200000003
2,1,5,10,0.7,22.52,1206.0,10080.0,75,56.0,0.800020563,0.10002056300000006
2,0,5,5,0.7,4.15,1190.4659913169319,2400.0,0,8.0,0.758173077,0.05817307700000007
2,1,5,5,0.7,20.4,1404.0,10440.0,50,58.0,0.750344828,0.050344828000000064
2,1,5,3,0.7,22.52,1139.0,10260.0,63,57.0,0.750068049,0.05006804900000006
2,1,5,11,0.7,14.89,1735.0,10260.0,50,57.0,0.700170388,0.0001703880000000213
2,1,5,1,0.65,22.94,1595.0,10260.0,34,57.0,0.700029771,0.050029770999999945
2,1,5,12,0.6,15.26,1245.0,6360.0,23,34.0,0.60017284,0.00017284000000006294
2,0,5,8,0.8,2.9,1190.4659913169319,2400.0,0,8.0,0.594871795,-0.20512820500000006
2,1,5,9,0.8,52.614999999999995,757.0,4140.0,29,58.0,0.520237649,-0.279762351
2,0,5,1,0.65,3.94,1190.4659913169319,2400.0,0,8.0,0.505128205,-0.14487179500000003
2,0,5,11,0.7,4.15,1190.4659913169319,2700.0,0,9.0,0.470769231,-0.22923076899999995
3,0,3,7,0.6,3.94,1190.4659913169319,6000.0,0,10.0,0.957638889,0.35763888900000007
3,0,3,10,0.75,3.94,1190.4659913169319,8400.0,0,14.0,0.940701058,0.19070105800000003
3,1,3,4,0.75,22.52,759.0,10080.0,81,56.0,0.849983766,0.09998376600000003
3,1,3,2,0.7,22.94,1510.0,10620.0,60,57.0,0.800302791,0.10030279100000006
3,1,3,6,0.8,11.61,955.0,6360.0,63,32.0,0.800191989,0.000191988999999948
3,1,3,10,0.75,22.52,1328.0,10080.0,55,56.0,0.800020563,0.05002056300000002
3,1,3,1,0.7,22.94,1384.0,12180.0,63,57.0,0.750162367,0.050162367000000097
3,1,3,3,0.7,22.52,1244.0,10260.0,63,57.0,0.750068049,0.05006804900000006
3,0,3,5,0.7,4.15,1190.4659913169319,9000.0,0,15.0,0.742901235,0.04290123500000009
3,1,3,5,0.7,20.4,1480.0,10440.0,40,58.0,0.700250784,0.0002507840000000039
3,1,3,11,0.7,14.89,1863.0,10260.0,50,57.0,0.700170388,0.0001703880000000213
3,0,3,4,0.75,4.3,1190.4659913169319,9000.0,0,15.0,0.670216049,-0.07978395100000002
3,0,3,1,0.7,3.94,1190.4659913169319,15000.0,0,25.0,0.649662222,-0.050337777999999944
3,0,3,2,0.7,3.94,1190.4659913169319,15000.0,0,25.0,0.649662222,-0.050337777999999944
3,0,3,6,0.8,2.9,1190.4659913169319,4800.0,0,8.0,0.626822917,-0.173177083
3,1,3,12,0.6,15.26,1492.0,6960.0,23,34.0,0.600436426,0.0004364260000000453
3,1,3,7,0.6,22.52,1859.0,10260.0,23,57.0,0.60041361,0.0004136100000000642
3,1,3,8,0.8,40.99,980.0,10770.0,30,56.5,0.555500132,-0.244499868
3,0,3,3,0.7,3.94,1190.4659913169319,12000.0,0,20.0,0.460578704,-0.23942129599999995
3,0,3,8,0.8,2.9,1190.4659913169319,4800.0,0,8.0,0.4276613622499999,-0.37233863775000015
3,0,3,12,0.6,4.08,1190.4659913169319,5400.0,0,9.0,0.4276613622499999,-0.17233863775000008
3,0,1,5,0.7,4.15,1190.4659913169319,2700.0,0,15.0,0.966666667,0.2666666670000001
3,0,1,10,0.75,3.94,1190.4659913169319,1800.0,0,10.0,0.937242424,0.18724242400000002
3,0,1,8,0.8,2.9,1190.4659913169319,1620.0,0,9.0,0.910521886,0.1105218859999999
3,1,1,2,0.75,22.94,1606.0,10260.0,94,57.0,0.90064806,0.15064805999999997
3,1,1,4,0.75,22.52,727.0,10260.0,94,57.0,0.900321106,0.15032110600000004
3,0,1,11,0.75,4.15,1190.4659913169319,1800.0,0,10.0,0.896022727,0.14602272699999996
3,0,1,3,0.75,3.94,1190.4659913169319,1440.0,0,8.0,0.895454545,0.145454545
3,0,1,7,0.65,3.94,1190.4659913169319,2160.0,0,12.0,0.870580808,0.22058080800000002
3,0,1,12,0.7,4.08,1190.4659913169319,1620.0,0,9.0,0.858585859,0.158585859
3,1,1,1,0.7,22.94,1472.0,10260.0,75,57.0,0.800643806,0.100643806
3,1,1,10,0.75,22.52,1332.0,10080.0,69,56.0,0.80062987,0.050629869999999966
3,1,1,6,0.8,11.61,1009.0,5640.0,63,32.0,0.800537143,0.0005371429999999622
3,1,1,3,0.75,22.52,1266.0,10260.0,69,57.0,0.80035194,0.050351939999999984
3,1,1,12,0.75,15.26,1316.0,6120.0,40,34.0,0.750079323,7.932300000002002e-05
3,1,1,11,0.75,42.97,1282.0,10260.0,56,57.0,0.750041201,4.120100000004623e-05
3,1,1,5,0.7,20.4,1382.0,10440.0,50,58.0,0.700250784,0.0002507840000000039
3,0,1,4,0.75,4.3,1190.4659913169319,2160.0,0,12.0,0.651515152,-0.09848484800000001
3,1,1,7,0.65,22.52,1295.0,10170.0,26,56.5,0.650416734,0.0004167339999999742
3,1,1,9,0.6,29.12,925.0,6660.0,23,58.0,0.600125217,0.0001252170000000108
3,0,1,2,0.75,3.94,1190.4659913169319,1440.0,0,8.0,0.578314394,-0.17168560600000005
3,0,1,1,0.7,3.94,1190.4659913169319,1440.0,0,8.0,0.578314394,-0.121685606
3,0,1,9,0.6,3.94,1190.4659913169319,1440.0,0,8.0,0.4276613622499999,-0.17233863775000008
3,0,2,5,0.7,4.15,1190.4659913169319,3060.0,0,17.0,0.973796791,0.2737967910000001
3,0,2,2,0.75,3.94,1190.4659913169319,1440.0,0,8.0,0.970075758,0.220075758
3,0,2,1,0.7,3.94,1190.4659913169319,1440.0,0,8.0,0.970075758,0.27007575800000005
3,0,2,3,0.75,3.94,1190.4659913169319,1620.0,0,9.0,0.961784512,0.21178451200000004
3,0,2,10,0.75,3.94,1190.4659913169319,3420.0,0,19.0,0.955151515,0.20515151499999995
3,0,2,4,0.75,4.3,1190.4659913169319,2160.0,0,12.0,0.952020202,0.20202020200000004
3,1,2,4,0.75,22.52,867.0,10260.0,94,57.0,0.900321106,0.15032110600000004
3,1,2,2,0.75,22.94,1636.0,10530.0,81,58.5,0.850223776,0.10022377599999999
3,1,2,1,0.7,22.94,1682.0,10530.0,75,58.5,0.800909609,0.10090960900000001
3,1,2,3,0.75,22.52,1495.0,10350.0,55,57.5,0.800513307,0.05051330700000001
3,1,2,6,0.8,11.61,1181.0,5760.0,63,32.0,0.800386364,0.0003863639999999169
3,1,2,10,0.75,22.52,1413.0,10080.0,69,56.0,0.800020563,0.05002056300000002
3,0,2,7,0.65,3.94,1190.4659913169319,2520.0,0,14.0,0.749188312,0.099188312
3,1,2,7,0.7,22.52,360.0,10170.0,40,56.5,0.7005417,0.0005417000000000893
3,1,2,12,0.7,15.26,1296.0,6120.0,40,34.0,0.70043672,0.00043672000000005706
3,1,2,5,0.7,20.4,1217.0,10440.0,50,58.0,0.700250784,0.0002507840000000039
3,1,2,9,0.65,29.12,1086.0,10440.0,26,58.0,0.650407524,0.00040752399999999245
3,0,2,12,0.7,4.08,1190.4659913169319,1620.0,0,9.0,0.618181818,-0.0818181819999999
3,1,2,11,0.75,42.97,532.0,10260.0,40,57.0,0.59114168,-0.15885832
3,0,2,8,0.8,2.9,1190.4659913169319,720.0,0,4.0,0.4276613622499999,-0.37233863775000015
3,0,0,3,0.75,3.94,1190.4659913169319,1800.0,0,10.0,1.059621212,0.3096212119999999
3,0,0,10,0.75,3.94,1190.4659913169319,3780.0,0,21.0,0.997792208,0.247792208
3,0,0,4,0.75,4.3,1190.4659913169319,2160.0,0,12.0,0.963699495,0.21369949499999996
3,0,0,5,0.7,4.15,1190.4659913169319,2700.0,0,15.0,0.959191919,0.25919191900000005
3,0,0,2,0.75,3.94,1190.4659913169319,1800.0,0,10.0,0.910378788,0.16037878800000005
3,0,0,1,0.7,3.94,1190.4659913169319,1800.0,0,10.0,0.910378788,0.2103787880000001
3,1,0,4,0.8,22.52,1016.0,10170.0,60,56.5,0.850312684,0.050312683999999996
3,1,0,6,0.8,11.61,1072.0,5760.0,50,32.0,0.800386364,0.0003863639999999169
3,1,0,3,0.75,22.52,1584.0,10260.0,69,57.0,0.80035194,0.050351939999999984
3,1,0,2,0.75,22.94,1764.0,10260.0,55,57.0,0.800034024,0.05003402400000001
3,1,0,1,0.7,22.94,1745.0,10440.0,60,58.0,0.800023511,0.10002351100000006
3,1,0,10,0.75,22.52,1250.0,10080.0,55,56.0,0.800020563,0.05002056300000002
3,0,0,12,0.7,4.08,1190.4659913169319,1620.0,0,9.0,0.769292929,0.06929292900000006
3,1,0,5,0.75,20.4,1118.0,10320.0,56,58.0,0.750031447,3.1447000000017766e-05
3,1,0,9,0.7,29.12,1143.0,10440.0,40,58.0,0.70061442,0.0006144200000000044
3,1,0,12,0.7,15.26,1337.0,6120.0,40,34.0,0.70043672,0.00043672000000005706
3,0,0,7,0.65,3.94,1190.4659913169319,1440.0,0,8.0,0.646306818,-0.003693182000000017
3,1,0,8,0.6,15.09,1519.0,360.0,23,52.0,0.600143365,0.0001433650000000064
3,1,4,2,0.75,22.52,1635.0,6840.0,119,57.0,1.000230409,0.25023040900000004
3,1,4,3,0.75,22.52,1299.0,6840.0,119,57.0,1.000230409,0.25023040900000004
3,0,4,10,0.8,3.94,1190.4659913169319,1440.0,0,12.0,0.979527778,0.17952777799999997
3,0,4,4,0.8,4.3,1190.4659913169319,1440.0,0,12.0,0.940625,0.140625
3,1,4,10,0.8,22.52,1134.0,6720.0,70,56.0,0.900129762,0.10012976200000001
3,0,4,3,0.75,3.94,1190.4659913169319,1440.0,0,12.0,0.861875,0.11187499999999995
3,1,4,4,0.8,22.52,1106.0,6780.0,60,56.5,0.850312684,0.050312683999999996
3,0,4,8,0.65,3.94,1190.4659913169319,960.0,0,8.0,0.845458333,0.19545833299999993
3,0,4,12,0.7,4.15,1190.4659913169319,1080.0,0,9.0,0.823555556,0.12355555600000001
3,1,4,1,0.75,22.94,1871.0,6960.0,55,58.0,0.800263218,0.050263218
3,0,4,2,0.75,3.94,1190.4659913169319,1200.0,0,10.0,0.788,0.038000000000000034
3,0,4,1,0.75,3.94,1190.4659913169319,1200.0,0,10.0,0.77815,0.02815000000000001
3,1,4,9,0.7,29.12,1294.0,6960.0,50,58.0,0.700386207,0.0003862070000000273
3,1,4,12,0.7,15.26,1462.0,4080.0,40,34.0,0.700164706,0.00016470600000006996
3,1,4,8,0.65,15.09,976.0,240.0,23,52.0,0.650307143,0.0003071430000000097
3,1,4,6,0.8,30.4,338.0,3840.0,34,32.0,0.622828125,-0.1771718750000001
3,0,4,6,0.8,2.9,1190.4659913169319,960.0,0,8.0,0.6225,-0.1775
3,1,5,2,0.8,22.52,1559.0,6840.0,90,57.0,1.000230409,0.200230409
3,1,5,3,0.8,22.52,1350.0,6840.0,113,57.0,1.000230409,0.200230409
3,0,5,1,0.75,3.94,1190.4659913169319,1200.0,0,10.0,0.9456,0.1956
3,0,5,2,0.8,3.94,1190.4659913169319,1800.0,0,15.0,0.902222222,0.10222222199999997
3,1,5,10,0.8,22.52,1175.0,6720.0,60,56.0,0.850532143,0.050532142999999974
3,1,5,1,0.75,22.94,1868.0,6960.0,81,58.0,0.850362069,0.100362069
3,0,5,10,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.840533333,0.04053333299999995
3,1,5,5,0.6,20.79,1045.0,6960.0,88,58.0,0.800534483,0.20053448299999999
3,1,5,4,0.8,22.52,1342.0,6780.0,50,56.5,0.800489676,0.0004896759999999389
3,0,5,12,0.75,4.08,1190.4659913169319,1080.0,0,9.0,0.755555556,0.005555556000000017
3,1,5,9,0.7,29.12,1340.0,6960.0,63,58.0,0.750593103,0.050593103000000084
3,1,5,12,0.75,15.26,1429.0,3600.0,45,35.0,0.750283333,0.00028333300000005224
3,0,5,4,0.8,4.3,1190.4659913169319,1440.0,0,12.0,0.722638889,-0.0773611110000001
3,0,5,8,0.65,4.15,1190.4659913169319,960.0,0,8.0,0.553333333,-0.09666666700000004
3,1,5,8,0.7,38.09,336.0,6240.0,0,52.0,0.467693269,-0.23230673099999993
3,0,5,7,0.6,3.94,1190.4659913169319,960.0,0,8.0,0.4276613622499999,-0.17233863775000008
3,1,5,7,0.6,23.54,958.0,6600.0,0,55.0,0.4276613622499999,-0.17233863775000008
4,1,3,2,0.8,22.52,1416.0,6840.0,113,57.0,1.000230409,0.200230409
4,0,3,4,0.8,4.3,1190.4659913169319,1200.0,0,10.0,0.989,0.18899999999999995
4,1,3,3,0.8,22.52,1287.0,6840.0,100,57.0,0.950185965,0.15018596499999992
4,1,3,4,0.8,22.52,1444.0,6900.0,88,57.5,0.9008,0.1008
4,1,3,10,0.8,22.52,1088.0,6720.0,88,56.0,0.900129762,0.10012976200000001
4,0,3,8,0.65,4.15,1190.4659913169319,960.0,0,8.0,0.877552083,0.22755208299999996
4,0,3,11,0.6,2.9,1190.4659913169319,960.0,0,8.0,0.864583333,0.26458333300000003
4,0,3,10,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.85695,0.056949999999999945
4,0,3,1,0.75,3.94,1190.4659913169319,1200.0,0,10.0,0.853666667,0.10366666700000005
4,1,3,1,0.75,22.94,1579.0,6960.0,81,58.0,0.850362069,0.100362069
4,1,3,9,0.7,29.12,1170.0,6960.0,53,58.0,0.850170115,0.150170115
4,1,3,5,0.65,20.79,1015.0,7080.0,81,59.0,0.800473729,0.150473729
4,0,3,2,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.773333333,-0.02666666700000009
4,1,3,12,0.75,15.26,1436.0,4200.0,45,35.0,0.750646667,0.0006466670000000452
4,0,3,12,0.75,4.08,1190.4659913169319,1080.0,0,9.0,0.634666667,-0.11533333300000004
4,1,3,11,0.6,20.1,1601.0,4320.0,46,51.0,0.60059761,0.0005976100000000262
4,0,3,3,0.8,3.94,1190.4659913169319,960.0,0,8.0,0.4925,-0.30750000000000005
4,1,3,7,0.65,23.54,830.0,6600.0,0,55.0,0.48792,-0.16208
4,1,1,3,0.8,22.52,1136.0,6960.0,113,58.0,1.000457471,0.200457471
4,1,1,2,0.8,22.52,1397.0,6840.0,113,57.0,1.000230409,0.200230409
4,0,1,2,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.971866667,0.17186666699999997
4,0,1,3,0.8,3.94,1190.4659913169319,960.0,0,8.0,0.971866667,0.17186666699999997
4,0,1,4,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.971866667,0.17186666699999997
4,0,1,10,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.971866667,0.17186666699999997
4,0,1,1,0.75,3.94,1190.4659913169319,1800.0,0,15.0,0.971866667,0.22186666700000002
4,0,1,9,0.75,3.94,1190.4659913169319,240.0,0,2.0,0.971866667,0.22186666700000002
4,0,1,12,0.75,4.08,1190.4659913169319,1080.0,0,9.0,0.971866667,0.22186666700000002
4,0,1,5,0.7,3.94,1190.4659913169319,240.0,0,2.0,0.971866667,0.27186666700000006
4,0,1,7,0.7,3.94,1190.4659913169319,1200.0,0,10.0,0.971866667,0.27186666700000006
4,0,1,8,0.65,3.94,1190.4659913169319,960.0,0,8.0,0.971866667,0.321866667
4,0,1,11,0.65,3.94,1190.4659913169319,600.0,0,5.0,0.971866667,0.321866667
4,0,1,6,0.6,3.94,1190.4659913169319,1200.0,0,10.0,0.971866667,0.37186666700000004
4,1,1,10,0.8,22.52,1116.0,6720.0,93,56.0,0.920236905,0.12023690499999995
4,1,1,4,0.8,22.52,1432.0,6660.0,88,57.5,0.900537069,0.10053706899999992
4,1,1,9,0.75,29.12,1082.0,6840.0,81,57.0,0.850610526,0.10061052599999998
4,1,1,1,0.75,22.94,1502.0,6960.0,81,58.0,0.850362069,0.100362069
4,1,1,12,0.75,15.26,1209.0,4200.0,45,35.0,0.750646667,0.0006466670000000452
4,1,1,5,0.7,50.89,282.0,5880.0,56,59.0,0.656763743,-0.043236257
4,1,1,11,0.65,20.1,1417.0,6480.0,49,54.0,0.650148148,0.0001481479999999591
4,1,1,6,0.6,18.79,799.0,3960.0,23,33.0,0.600710606,0.000710606000000058
4,1,1,7,0.7,23.54,1109.0,6720.0,0,56.0,0.4276613622499999,-0.27233863775000006
0,0,2,8,0.65,4.15,1190.4659913169319,960.0,0,8.0,1.0115625,0.3615624999999999
0,1,2,2,0.8,22.52,1396.0,6900.0,113,57.5,1.000671304,0.20067130399999988
0,1,2,1,0.8,22.94,1582.0,3060.0,113,58.5,1.000402055,0.20040205499999986
0,0,2,1,0.75,3.94,1190.4659913169319,2280.0,0,19.0,0.950438596,0.20043859600000002
0,1,2,3,0.8,22.52,1124.0,6840.0,100,57.0,0.950185965,0.15018596499999992
0,0,2,2,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.912766667,0.11276666699999993
0,0,2,7,0.7,3.94,1190.4659913169319,2160.0,0,18.0,0.892194444,0.19219444400000008
0,0,2,10,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.8865,0.08649999999999991
0,1,2,10,0.8,22.52,1282.0,6720.0,75,56.0,0.850532143,0.050532142999999974
0,1,2,4,0.8,22.52,1472.0,7020.0,60,58.5,0.85011396,0.0501139599999999
0,0,2,4,0.8,4.3,1190.4659913169319,1440.0,0,12.0,0.845069444,0.0450694439999999
0,1,2,9,0.75,29.12,1282.0,6960.0,45,58.0,0.750593103,0.0005931030000000392
0,1,2,12,0.75,15.26,1276.0,1440.0,45,35.0,0.750450658,0.0004506579999999927
0,0,2,12,0.75,4.08,1190.4659913169319,1080.0,0,9.0,0.702666667,-0.04733333299999998
0,1,2,11,0.7,20.1,1192.0,6120.0,75,54.0,0.700508929,0.0005089289999999913
0,1,2,6,0.65,18.79,881.0,3960.0,26,33.0,0.651007071,0.0010070709999999705
0,1,2,8,0.6,24.26,1196.0,6600.0,0,55.0,0.466821212,-0.133178788
0,1,2,7,0.7,24.26,1400.0,6720.0,0,56.0,0.4276613622499999,-0.27233863775000006
0,0,2,6,0.6,2.9,1190.4659913169319,1200.0,0,10.0,0.4276613622499999,-0.17233863775000008
0,1,0,1,0.8,22.94,16882.0,7020.0,113,58.5,1.000602279,0.20060227899999994
0,0,0,9,0.75,3.94,1190.4659913169319,960.0,0,8.0,0.994270833,0.24427083299999997
0,1,0,2,0.8,22.52,21385.0,7020.0,88,58.5,0.900158405,0.10015840499999995
0,1,0,3,0.8,22.52,21266.0,6840.0,70,57.0,0.90014152,0.10014151999999998
0,1,0,10,0.8,22.52,21540.0,6720.0,88,56.0,0.900129762,0.10012976200000001
0,0,0,10,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.85695,0.056949999999999945
0,0,0,4,0.8,4.3,1190.4659913169319,1440.0,0,12.0,0.809236111,0.009236110999999991
0,1,0,12,0.8,15.26,12261.0,3600.0,63,35.0,0.800401961,0.00040196100000000623
0,1,0,4,0.8,22.52,23122.0,5940.0,50,56.5,0.800393224,0.0003932239999999698
0,1,0,9,0.75,29.12,8992.0,6960.0,55,58.0,0.799963218,0.04996321800000003
0,0,0,12,0.75,4.08,1190.4659913169319,1080.0,0,9.0,0.740444444,-0.00955555600000002
0,1,0,11,0.7,20.55,9792.0,6480.0,60,54.0,0.700398148,0.0003981480000000426
0,1,0,6,0.7,18.79,2984.0,3960.0,30,33.0,0.700354545,0.0003545450000000949
0,0,0,8,0.65,4.15,1190.4659913169319,960.0,0,8.0,0.561979167,-0.08802083300000008
0,0,0,1,0.75,3.94,1190.4659913169319,2280.0,0,19.0,0.504596491,-0.24540350899999996
0,1,0,7,0.7,24.26,2698.0,6720.0,0,56.0,0.4276613622499999,-0.27233863775000006
0,0,0,6,0.6,2.9,1190.4659913169319,1200.0,0,10.0,0.4276613622499999,-0.17233863775000008
0,1,0,8,0.65,24.26,1435.0,6600.0,0,55.0,0.4276613622499999,-0.22233863775000012
0,0,4,2,0.8,3.94,1190.4659913169319,2400.0,0,20.0,1.001416667,0.20141666699999994
0,1,4,1,0.8,22.52,1500.0,6900.0,113,57.5,1.000018551,0.20001855099999988
0,1,4,10,0.8,22.52,1188.0,6720.0,90,56.0,0.999995238,0.19999523799999996
0,0,4,1,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.99485,0.19484999999999997
0,0,4,8,0.7,4.15,1190.4659913169319,960.0,0,8.0,0.976979167,0.276979167
0,1,4,3,0.8,22.52,1112.0,6840.0,100,57.0,0.950185965,0.15018596499999992
0,1,4,2,0.8,22.52,1452.0,6960.0,100,58.0,0.949981609,0.1499816089999999
0,0,4,9,0.75,3.94,1190.4659913169319,1320.0,0,11.0,0.919954545,0.16995454499999996
0,1,4,4,0.8,22.52,340.0,5460.0,63,56.5,0.800434622,0.0004346219999999956
0,1,4,12,0.8,15.26,1029.0,2040.0,50,35.0,0.800259023,0.00025902299999991385
0,0,4,12,0.8,4.08,1190.4659913169319,1080.0,0,9.0,0.778222222,-0.021777778000000025
0,1,4,9,0.75,29.12,1070.0,6960.0,34,58.0,0.750593103,0.0005931030000000392
0,1,4,11,0.7,25.31,946.0,5760.0,60,54.0,0.700513566,0.0005135660000000764
0,1,4,6,0.7,18.79,913.0,4020.0,30,33.5,0.700184577,0.0001845770000000746
0,1,4,8,0.7,24.26,1363.0,6660.0,0,55.5,0.586465465,-0.11353453499999999
0,1,4,7,0.7,24.26,1639.0,6720.0,0,56.0,0.541517857,-0.15848214299999996
0,0,4,4,0.8,4.3,1190.4659913169319,1440.0,0,12.0,0.5375,-0.26250000000000007
0,0,4,6,0.7,2.9,1190.4659913169319,960.0,0,8.0,0.495416667,-0.20458333299999998
0,1,4,5,0.6,30.1,415.0,6960.0,0,58.0,0.4276613622499999,-0.17233863775000008
0,1,5,2,0.8,22.52,1263.0,6900.0,100,57.5,1.05028058,0.25028057999999986
0,1,5,3,0.8,22.52,968.0,6840.0,113,57.0,1.000230409,0.200230409
0,1,5,10,0.8,22.52,1108.0,6720.0,113,56.0,0.999995238,0.19999523799999996
0,0,5,2,0.8,3.94,1190.4659913169319,2160.0,0,18.0,0.966759259,0.166759259
0,0,5,1,0.8,3.94,1190.4659913169319,1200.0,0,10.0,0.929183333,0.12918333299999996
0,0,5,8,0.7,4.15,1190.4659913169319,3000.0,0,25.0,0.915766667,0.21576666700000002
0,1,5,1,0.8,22.52,1532.0,6900.0,88,57.5,0.900147246,0.10014724599999991
0,1,5,12,0.8,15.26,1094.0,4080.0,38,34.0,0.800401961,0.00040196100000000623
0,1,5,9,0.8,22.52,1086.0,6960.0,50,58.0,0.799963218,-3.678200000001297e-05
0,0,5,7,0.7,3.94,1190.4659913169319,960.0,0,8.0,0.779791667,0.07979166700000007
