department,day,targeted_productivity,smv,wip,over_time,incentive,no_of_workers,actual_productivity,productivity_difference,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,team_1,team_10,team_11,team_12,team_2,team_3,team_4,team_5,team_6,team_7,team_8,team_9
0,3,0,3,1190,3420,0,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,1440,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,4,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,3,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,26,1160,10620,75,59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,25,1177,8970,60,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,25,1281,10170,60,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,26,1369,10620,63,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,11,1084,4950,38,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,11,1216,4950,50,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,20,391,10440,0,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,22,872,10080,26,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,22,1076,10170,23,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,4,1190,2700,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,3,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,11,1067,5490,63,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,11,1039,5670,63,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,25,1396,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,25,1292,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,48,171,10620,63,59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,26,1128,10620,63,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,22,865,6570,23,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,22,825,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,22,1163,9720,35,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,22,1140,10170,30,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,14,1027,10080,38,56,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,2,1190,900,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,41,1052,10440,21,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,4,1190,1260,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,4,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,4,1190,2160,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,11,1140,5490,63,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,48,624,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,25,1288,10170,38,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,26,1381,3660,50,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,22,882,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,22,1002,10080,40,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,26,585,5670,56,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,22,1138,10170,35,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,0,14,1140,10260,44,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,0,22,1025,10170,26,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,20,1031,10440,30,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,3,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,49,1381,10350,24,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,3,1190,1440,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1190,5040,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,3,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,11,1028,4380,50,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,25,1380,3630,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,26,1196,10620,63,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,22,1006,10170,38,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,22,930,10260,63,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,22,1095,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,22,938,10080,63,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,14,1484,10260,50,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,20,1255,8280,35,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,48,1040,10260,30,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,3,1190,1440,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1190,1440,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,4,1190,1440,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,11,1047,5580,63,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,25,1434,10170,50,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,26,399,10620,63,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,22,983,10260,63,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,0,22,1108,10080,63,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,0,22,1134,8460,50,57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,0,22,1363,10260,50,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,3,1190,1800,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,14,1501,10260,50,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4,0,20,1352,10260,50,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,2,1190,1440,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,4,1190,2700,0,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,0,4,1190,6000,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,3,1190,5100,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,0,22,825,10080,94,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,0,11,916,5760,75,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0,3,1190,2400,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,25,562,7470,38,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,22,1422,10500,60,57,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,0,22,1206,10080,75,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0,4,1190,2400,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,0,20,1404,10440,50,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,0,22,1139,10260,63,57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,0,14,1735,10260,50,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,0,22,1595,10260,34,57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,0,15,1245,6360,23,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,2,1190,2400,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,52,757,4140,29,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,3,1190,2400,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,4,1190,2700,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,6000,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,3,1190,8400,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,22,759,10080,81,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,22,1510,10620,60,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,0,11,955,6360,63,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,22,1328,10080,55,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,22,1384,12180,63,57,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,22,1244,10260,63,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,4,1190,9000,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,20,1480,10440,40,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,14,1863,10260,50,57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,4,1190,9000,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,3,1190,15000,0,25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,15000,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,2,1190,4800,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,15,1492,6960,23,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,22,1859,10260,23,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,40,980,10770,30,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,3,1190,12000,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,2,1190,4800,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,4,1190,5400,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,4,1190,2700,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,3,1190,1800,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,2,1190,1620,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,22,1606,10260,94,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,22,727,10260,94,57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,4,1190,1800,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,3,1190,2160,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,4,1190,1620,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,22,1472,10260,75,57,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,22,1332,10080,69,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,11,1009,5640,63,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,22,1266,10260,69,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,15,1316,6120,40,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,42,1282,10260,56,57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,20,1382,10440,50,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,4,1190,2160,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,22,1295,10170,26,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,29,925,6660,23,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,3,1190,1440,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,4,1190,3060,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,3,1190,1440,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,3,1190,1440,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,3,1190,1620,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,3,1190,3420,0,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,4,1190,2160,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,22,867,10260,94,57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,22,1636,10530,81,58,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,0,22,1682,10530,75,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,22,1495,10350,55,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,0,11,1181,5760,63,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,22,1413,10080,69,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,3,1190,2520,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,22,360,10170,40,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,15,1296,6120,40,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,20,1217,10440,50,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0,29,1086,10440,26,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,4,1190,1620,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,42,532,10260,40,57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,720,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,3,1190,1800,0,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,3,1190,3780,0,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1190,2160,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,4,1190,2700,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,3,1190,1800,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,3,1190,1800,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,22,1016,10170,60,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,11,1072,5760,50,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,22,1584,10260,69,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,22,1764,10260,55,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,22,1745,10440,60,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,22,1250,10080,55,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1190,1620,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,20,1118,10320,56,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,29,1143,10440,40,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,15,1337,6120,40,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,3,1190,1440,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,15,1519,360,23,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,22,1635,6840,119,57,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,22,1299,6840,119,57,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,3,1190,1440,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,4,1190,1440,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,0,22,1134,6720,70,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,1440,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,0,22,1106,6780,60,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,3,1190,960,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,4,1190,1080,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,22,1871,6960,55,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,1200,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,3,1190,1200,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,0,29,1294,6960,50,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,15,1462,4080,40,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,15,976,240,23,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,30,338,3840,34,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4,0,2,1190,960,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0,22,1559,6840,90,57,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,0,22,1350,6840,113,57,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,3,1190,1200,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,3,1190,1800,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,0,22,1175,6720,60,56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,22,1868,6960,81,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,3,1190,1200,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,20,1045,6960,88,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,0,22,1342,6780,50,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,4,1190,1080,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,29,1340,6960,63,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,15,1429,3600,45,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,4,1190,1440,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,4,1190,960,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,38,336,6240,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,0,3,1190,960,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,0,23,958,6600,0,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,22,1416,6840,113,57,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,4,1190,1200,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,22,1287,6840,100,57,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0,22,1444,6900,88,57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,22,1088,6720,88,56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,4,1190,960,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,2,1190,960,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,1200,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,22,1579,6960,81,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,29,1170,6960,53,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,20,1015,7080,81,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,3,0,15,1436,4200,45,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,4,1190,1080,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,20,1601,4320,46,51,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,960,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0,23,830,6600,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,22,1136,6960,113,58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,22,1397,6840,113,57,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,3,1190,960,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1800,0,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,240,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,4,1190,1080,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,3,1190,240,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,3,1190,1200,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,3,1190,960,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
